country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count,source,note
Denmark,DNK,Europe,5840045,cases,6689.0,2021-33,234.244770374201,330495.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,6622.0,2021-34,227.92632591016,337117.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,4891.0,2021-35,197.138891909223,342008.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,3394.0,2021-36,141.865345215662,345402.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,2272.0,2021-37,97.0198003611274,347674.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,2392.0,2021-38,79.8623983205609,350066.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,2994.0,2021-39,92.225316756977,353060.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,3869.0,2021-40,117.51621776887,356929.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,4751.0,2021-41,147.601602384913,361680.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,7763.0,2021-42,214.279170794061,369443.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,11369.0,2021-43,327.600215409299,380812.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,14778.0,2021-44,447.719152848994,395590.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,20761.0,2021-45,608.539831456778,416351.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,26769.0,2021-46,813.863591804515,443120.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,28836.0,2021-47,952.133074317064,471956.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,30184.0,2021-48,1010.60865113197,502140.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,45278.0,2021-49,1292.14757762997,547418.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,62885.0,2021-50,1852.09189312754,610303.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,60241.0,2021-51,2108.30567230218,670544.0,Epidemic intelligence national data,weekly counts estimated as half of the 2-week count to week 2021-52 since data were not collected for week 2021-51
Denmark,DNK,Europe,5840045,cases,92490.0,2021-52,2615.23669766243,763034.0,Epidemic intelligence national data,weekly counts estimated as half of the 2-week count to week 2021-52 since data were not collected for week 2021-51
Denmark,DNK,Europe,5840045,cases,119001.0,2022-01,3621.39332830483,882035.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,161721.0,2022-02,4806.84652258673,1043756.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,266627.0,2022-03,7334.66951025206,1310383.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,315652.0,2022-04,9970.45399478943,1626035.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,289557.0,2022-05,10363.0879556579,1915592.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,324357.0,2022-06,10512.1450262798,2239949.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,250652.0,2022-07,9845.96865263881,2490601.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,170209.0,2022-08,7206.46844330823,2660810.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,102425.0,2022-09,4668.3544390497,2763235.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,86542.0,2022-10,3235.7113686624,2849777.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,54302.0,2022-11,2411.69374551052,2904079.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,37656.0,2022-12,1574.61115453734,2941735.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,24142.0,2022-13,1058.17677774743,2965877.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,18449.0,2022-14,729.29232565845,2984326.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,13468.0,2022-15,546.519761405948,2997794.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,11397.0,2022-16,425.767267204277,3009191.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,7307.0,2022-17,320.271504757241,3016498.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,5988.0,2022-18,227.652355418494,3022486.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,4857.0,2022-19,185.700623882179,3027343.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,2781.0,2022-20,130.786663458929,3030124.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,3596.0,2022-21,109.194364084523,3033720.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,3300.0,2022-22,118.081281907931,3037020.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,4714.0,2022-23,137.224970013073,3041734.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,7207.0,2022-24,204.1251394467,3048941.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,10549.0,2022-25,304.038753126046,3059490.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,12408.0,2022-26,393.096286073138,3071898.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,11795.0,2022-27,414.431738111607,3083693.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,15487.0,2022-28,467.153934601531,3099180.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,14679.0,2022-29,516.53711572428,3113859.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,6853.0,2022-30,368.695789159159,3120712.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,10788.0,2022-31,302.069590217199,3131500.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,11633.0,2022-32,383.918274602336,3143133.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,10132.0,2022-33,372.685484444041,3153265.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,7109.0,2022-34,295.220327925555,3160374.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,5255.0,2022-35,211.710697434694,3165629.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,5469.0,2022-36,183.628722038957,3171098.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,5238.0,2022-37,183.337628391562,3176336.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,cases,5994.0,2022-38,192.327285149344,3182330.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,0.0,2020-01,,0.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,0.0,2020-02,0.0,0.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,0.0,2020-03,0.0,0.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,0.0,2020-04,0.0,0.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,0.0,2020-05,0.0,0.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,0.0,2020-06,0.0,0.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,0.0,2020-07,0.0,0.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,0.0,2020-08,0.0,0.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,0.0,2020-09,0.0,0.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,0.0,2020-10,0.0,0.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,4.0,2020-11,0.68492622916433,4.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,21.0,2020-12,4.28078893227706,25.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,59.0,2020-13,13.6985245832866,84.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,113.0,2020-14,29.4518278540662,197.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,95.0,2020-15,35.6161639165452,292.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,75.0,2020-16,29.109364739484,367.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,59.0,2020-17,22.9450286770051,426.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,65.0,2020-18,21.2327131040942,491.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,34.0,2020-19,16.9519241718172,525.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,28.0,2020-20,10.6163565520471,553.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,13.0,2020-21,7.02049384893438,566.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,11.0,2020-22,4.10955737498598,577.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,16.0,2020-23,4.62325204685923,593.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,7.0,2020-24,3.9383258176949,600.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,5.0,2020-25,2.05477868749299,605.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,3.0,2020-26,1.36985245832866,608.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,2.0,2020-27,0.856157786455413,610.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,6.0,2020-28,1.36985245832866,616.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,2.0,2020-29,1.36985245832866,618.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,2.0,2020-30,0.68492622916433,620.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,3.0,2020-31,0.856157786455413,623.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,4.0,2020-32,1.19862090103758,627.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,1.0,2020-33,0.856157786455413,628.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,2.0,2020-34,0.513694671873248,630.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,1.0,2020-35,0.513694671873248,631.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,4.0,2020-36,0.856157786455413,635.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,6.0,2020-37,1.71231557291083,641.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,8.0,2020-38,2.39724180207516,649.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,8.0,2020-39,2.73970491665732,657.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,12.0,2020-40,3.42463114582165,669.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,12.0,2020-41,4.10955737498598,681.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,15.0,2020-42,4.62325204685923,696.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,23.0,2020-43,6.50679917706114,719.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,14.0,2020-44,6.33556761977005,733.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,24.0,2020-45,6.50679917706114,757.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,17.0,2020-46,7.02049384893438,774.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,30.0,2020-47,8.04788319268088,804.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,46.0,2020-48,13.0135983541223,850.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,61.0,2020-49,18.3217766301458,911.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,56.0,2020-50,20.0340922030567,967.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,107.0,2020-51,27.9107438384465,1074.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,157.0,2020-52,45.2051311248458,1231.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,200.0,2020-53,61.1296659529165,1431.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,199.0,2021-01,68.3213913591419,1630.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,208.0,2021-02,69.6912438174706,1838.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,194.0,2021-03,68.8350860310152,2032.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,136.0,2021-04,56.5064139060572,2168.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,83.0,2021-05,37.4997110467471,2251.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,73.0,2021-06,26.7121229374089,2324.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,39.0,2021-07,19.1779344166012,2363.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,23.0,2021-08,10.6163565520471,2386.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,16.0,2021-09,6.67803073435222,2402.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,14.0,2021-10,5.13694671873248,2416.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,10.0,2021-11,4.10955737498598,2426.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,19.0,2021-12,4.96571516144139,2445.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,15.0,2021-13,5.82187294789681,2460.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,15.0,2021-14,5.13694671873248,2475.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,18.0,2021-15,5.65064139060572,2493.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,17.0,2021-16,5.99310450518789,2510.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,15.0,2021-17,5.47940983331464,2525.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,6.0,2021-18,3.59586270311273,2531.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,8.0,2021-19,2.39724180207516,2539.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,6.0,2021-20,2.39724180207516,2545.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,7.0,2021-21,2.22601024478407,2552.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,4.0,2021-22,1.88354713020191,2556.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,7.0,2021-23,1.88354713020191,2563.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,5.0,2021-24,2.05477868749299,2568.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,4.0,2021-25,1.54108401561974,2572.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,4.0,2021-26,1.36985245832866,2576.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,1.0,2021-27,0.856157786455413,2577.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,3.0,2021-28,0.68492622916433,2580.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,3.0,2021-29,1.0273893437465,2583.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,5.0,2021-30,1.36985245832866,2588.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,4.0,2021-31,1.54108401561974,2592.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,8.0,2021-32,2.05477868749299,2600.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,8.0,2021-33,2.73970491665732,2608.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,13.0,2021-34,3.59586270311273,2621.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,10.0,2021-35,3.9383258176949,2631.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,23.0,2021-36,5.65064139060572,2654.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,18.0,2021-37,7.02049384893438,2672.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,17.0,2021-38,5.99310450518789,2689.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,16.0,2021-39,5.65064139060572,2705.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,11.0,2021-40,4.62325204685923,2716.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,16.0,2021-41,4.62325204685923,2732.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,10.0,2021-42,4.45202048956815,2742.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,19.0,2021-43,4.96571516144139,2761.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,25.0,2021-44,7.53418852080763,2786.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,33.0,2021-45,9.93143032288279,2819.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,41.0,2021-46,12.6711352395401,2860.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,77.0,2021-47,20.2053237603477,2937.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,69.0,2021-48,24.9998073644981,3006.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,66.0,2021-49,23.1162602342961,3072.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,78.0,2021-50,24.6573442499159,3150.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,88.0,2021-51,28.4244385103197,3238.0,Epidemic intelligence national data,weekly counts estimated as half of the 2-week count to week 2021-52 since data were not collected for week 2021-51
Denmark,DNK,Europe,5840045,deaths,71.0,2021-52,27.2258176092821,3309.0,Epidemic intelligence national data,weekly counts estimated as half of the 2-week count to week 2021-52 since data were not collected for week 2021-51
Denmark,DNK,Europe,5840045,deaths,124.0,2022-01,33.3901536717611,3433.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,107.0,2022-02,39.5544897342401,3540.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,112.0,2022-03,37.4997110467471,3652.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,139.0,2022-04,42.9791208800617,3791.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,148.0,2022-05,49.1434569425407,3939.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,214.0,2022-06,61.9858237393719,4153.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,230.0,2022-07,76.0268114372406,4383.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,280.0,2022-08,87.3280942184521,4663.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,301.0,2022-09,99.485534786119,4964.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,278.0,2022-10,99.1430716715368,5242.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,230.0,2022-11,86.9856311038699,5472.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,199.0,2022-12,73.4583380778744,5671.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,136.0,2022-13,57.3625716925127,5807.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,143.0,2022-14,47.773604484212,5950.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,88.0,2022-15,39.5544897342401,6038.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,90.0,2022-16,30.4792171978127,6128.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,78.0,2022-17,28.7669016249019,6206.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,59.0,2022-18,23.4587233488783,6265.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,47.0,2022-19,18.1505450728548,6312.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,38.0,2022-20,14.554682369742,6350.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,26.0,2022-21,10.9588196666293,6376.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,27.0,2022-22,9.07527253642737,6403.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,25.0,2022-23,8.90404097913629,6428.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,8.0,2022-24,5.65064139060572,6436.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,17.0,2022-25,4.28078893227706,6453.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,33.0,2022-26,8.56157786455413,6486.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,32.0,2022-27,11.1300512239204,6518.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,41.0,2022-28,12.499903682249,6559.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,40.0,2022-29,13.8697561405777,6599.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,28.0,2022-30,11.6437458957936,6627.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,62.0,2022-31,15.4108401561974,6689.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,91.0,2022-32,26.1984282655356,6780.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,54.0,2022-33,24.828575807207,6834.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,47.0,2022-34,17.2943872863993,6881.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,43.0,2022-35,15.4108401561974,6924.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,32.0,2022-36,12.8423667968312,6956.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,25.0,2022-37,9.7601987655917,6981.0,Epidemic intelligence national data,
Denmark,DNK,Europe,5840045,deaths,33.0,2022-38,9.93143032288279,7014.0,Epidemic intelligence national data,
Estonia,EST,Europe,1330068,cases,0.0,2020-01,,0.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,0.0,2020-02,0.0,0.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,0.0,2020-03,0.0,0.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,0.0,2020-04,0.0,0.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,0.0,2020-05,0.0,0.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,0.0,2020-06,0.0,0.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,0.0,2020-07,0.0,0.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,0.0,2020-08,0.0,0.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,1.0,2020-09,0.0751841259243888,1.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,9.0,2020-10,0.751841259243888,10.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,210.0,2020-11,16.4653235774412,220.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,165.0,2020-12,28.1940472216458,385.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,5570.0,2020-13,431.18096217637,5955.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,404.0,2020-14,449.149968272299,6359.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,223.0,2020-15,47.1404469545918,6582.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,199.0,2020-16,31.7277011400921,6781.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,109.0,2020-17,23.1567107847118,6890.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,56.0,2020-18,12.4053807775242,6946.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,38.0,2020-19,7.06730783689255,6984.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,43.0,2020-20,6.0899141998755,7027.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,39.0,2020-21,6.16509832579988,7066.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,46.0,2020-22,6.39065070357305,7112.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,71.0,2020-23,8.79654273315349,7183.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,35.0,2020-24,7.96951734798522,7218.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,8.0,2020-25,3.23291741474872,7226.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,6.0,2020-26,1.05257776294144,7232.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,6.0,2020-27,0.902209511092666,7238.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,21.0,2020-28,2.0299713999585,7259.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,4.0,2020-29,1.87960314810972,7263.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,11.0,2020-30,1.12776188886583,7274.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,45.0,2020-31,4.21031105176578,7319.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,74.0,2020-32,8.94691098500227,7393.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,35.0,2020-33,8.19506972575838,7428.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,88.0,2020-34,9.24764748869983,7516.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,100.0,2020-35,14.1346156737851,7616.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,157.0,2020-36,19.3223203625679,7773.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,160.0,2020-37,23.8333679180313,7933.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,244.0,2020-38,30.3743868734531,8177.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,337.0,2020-39,43.6819771620699,8514.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,344.0,2020-40,51.2003897545088,8858.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,255.0,2020-41,45.0352914287089,9113.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,211.0,2020-42,35.0358026807652,9324.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,343.0,2020-43,41.6520057621114,9667.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,614.0,2020-44,71.9512085096401,10281.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,1202.0,2020-45,136.53437267869,11483.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,1591.0,2020-46,209.989263706818,13074.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,2104.0,2020-47,277.805345290617,15178.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,2350.0,2020-48,334.870096867228,17528.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,2921.0,2020-49,396.295527747454,20449.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,3156.0,2020-50,456.893933242511,23605.0,TESSy COVID-19,
Estonia,EST,Europe,1330068,cases,3696.0,2020-51,515.161630833912,27301.0,TESSy COVID-19,
